model,seed,hidden,train_seq_len,eval_seq_len,steps,batch_size,n_keys,n_values,n_pairs,filler_prob,ordered_pairs,lr,params,train_loss_last,eval_loss,eval_acc,seconds_train,seconds_eval,run
transformer_rope,0,48,64,64,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,4.003108915640041e-05,1.0,58.808040618896484,0.26839590072631836,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,0,48,64,128,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,0.3054253160953522,0.953125,58.808040618896484,0.3472917079925537,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,0,48,64,256,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,1.2548904418945312,0.7609375,58.808040618896484,0.4895625114440918,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,0,48,64,512,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,3.983457326889038,0.4359375,58.808040618896484,0.8315365314483643,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,0,48,64,1024,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,5.664784908294678,0.2703125,58.808040618896484,1.4831514358520508,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,0,48,64,2000,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,7.626086711883545,0.1,58.808040618896484,2.8831489086151123,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,0,48,64,3200,2000,64,16,16,8,0.25,False,0.001,30784,1.7040831153281033e-05,7.799544811248779,0.0859375,58.808040618896484,4.653273582458496,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,64,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,2.6550012989901006e-05,1.0,59.05054998397827,0.25673389434814453,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,128,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,0.24856534600257874,0.959375,59.05054998397827,0.3444521427154541,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,256,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,1.8829116821289062,0.75625,59.05054998397827,0.4893760681152344,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,512,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,3.6670920848846436,0.503125,59.05054998397827,0.8242743015289307,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,1024,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,4.33660888671875,0.3421875,59.05054998397827,1.490903615951538,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,2000,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,5.47239875793457,0.1203125,59.05054998397827,2.8269872665405273,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,1,48,64,3200,2000,64,16,16,8,0.25,False,0.001,30784,3.600538911996409e-05,5.556906223297119,0.1015625,59.05054998397827,4.670137405395508,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,64,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,2.26554402615875e-05,1.0,58.96499180793762,0.2691986560821533,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,128,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,0.3824635446071625,0.940625,58.96499180793762,0.3486487865447998,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,256,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,2.6518912315368652,0.6953125,58.96499180793762,0.49353957176208496,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,512,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,5.400142192840576,0.4296875,58.96499180793762,0.8179757595062256,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,1024,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,7.128827095031738,0.2484375,58.96499180793762,1.5493407249450684,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,2000,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,8.05571460723877,0.09375,58.96499180793762,2.8140335083007812,dabsn_thesis_20260630_033000_keyvalue_length_ood
transformer_rope,2,48,64,3200,2000,64,16,16,8,0.25,False,0.001,30784,2.6020277800853364e-05,7.9241862297058105,0.1078125,58.96499180793762,4.672518014907837,dabsn_thesis_20260630_033000_keyvalue_length_ood
