model,seed,hidden,vocab,train_str_len,eval_str_len,steps,batch_size,lr,params,train_acc_last,eval_loss,eval_acc,seconds_train,seconds_eval,run
lstm,1,48,64,64,2048,1000,48,0.001,25216,0.013020833022892475,4.159017848968506,0.0155029296875,2.6779985427856445,0.02411675453186035,dabsn_thesis_20260630_012013_copy_length_ood
lstm,1,48,64,64,3200,1000,48,0.001,25216,0.013020833022892475,4.1589940071105955,0.01546484399586916,2.6779985427856445,0.03607892990112305,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,64,1000,48,0.001,25216,0.01725260354578495,4.159060382843018,0.014778645895421504,2.721698522567749,0.004700660705566406,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,128,1000,48,0.001,25216,0.01725260354578495,4.159053325653076,0.01474609375,2.721698522567749,0.004294633865356445,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,256,1000,48,0.001,25216,0.01725260354578495,4.1588942527771,0.01689453125,2.721698522567749,0.005278825759887695,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,512,1000,48,0.001,25216,0.01725260354578495,4.159113025665283,0.015478515625,2.721698522567749,0.0077667236328125,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,1024,1000,48,0.001,25216,0.01725260354578495,4.159035110473633,0.01580810546875,2.721698522567749,0.013108968734741211,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,2048,1000,48,0.001,25216,0.01725260354578495,4.159029006958008,0.01590576171875,2.721698522567749,0.024122238159179688,dabsn_thesis_20260630_012013_copy_length_ood
lstm,2,48,64,64,3200,1000,48,0.001,25216,0.01725260354578495,4.159013843536377,0.01571484375745058,2.721698522567749,0.03611898422241211,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,64,1000,48,0.001,34576,1.0,9.837987163336947e-05,1.0,4.561871290206909,0.00742340087890625,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,128,1000,48,0.001,34576,1.0,24.995434951782226,0.015755208395421504,4.561871290206909,0.006653785705566406,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,256,1000,48,0.001,34576,1.0,24.602009201049803,0.017626953125,4.561871290206909,0.006484508514404297,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,512,1000,48,0.001,34576,1.0,23.187747955322266,0.0148193359375,4.561871290206909,0.009619474411010742,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,1024,1000,48,0.001,34576,1.0,21.903507232666016,0.01605224609375,4.561871290206909,0.0225527286529541,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,2048,1000,48,0.001,34576,1.0,16.783555221557616,0.015997314453125,4.561871290206909,0.07896089553833008,dabsn_thesis_20260630_012013_copy_length_ood
transformer,0,48,64,64,3200,1000,48,0.001,34576,1.0,15.566986274719238,0.015898437425494193,4.561871290206909,0.16996169090270996,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,64,1000,48,0.001,34576,1.0,0.00018665638053789736,1.0,4.554041862487793,0.006754636764526367,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,128,1000,48,0.001,34576,1.0,26.5058837890625,0.02106119804084301,4.554041862487793,0.0062580108642578125,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,256,1000,48,0.001,34576,1.0,28.587440490722656,0.01630859375,4.554041862487793,0.006261348724365234,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,512,1000,48,0.001,34576,1.0,23.651047134399413,0.0155029296875,4.554041862487793,0.009545564651489258,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,1024,1000,48,0.001,34576,1.0,20.015317153930663,0.01572265625,4.554041862487793,0.02244734764099121,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,2048,1000,48,0.001,34576,1.0,15.453028106689453,0.0154541015625,4.554041862487793,0.07937860488891602,dabsn_thesis_20260630_012013_copy_length_ood
transformer,1,48,64,64,3200,1000,48,0.001,34576,1.0,16.84793014526367,0.015800781175494195,4.554041862487793,0.1671910285949707,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,64,1000,48,0.001,34576,1.0,0.00011421159870224073,1.0,4.579709768295288,0.006690263748168945,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,128,1000,48,0.001,34576,1.0,21.438990783691406,0.02242838516831398,4.579709768295288,0.006266355514526367,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,256,1000,48,0.001,34576,1.0,19.790964889526368,0.0181640625,4.579709768295288,0.006308078765869141,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,512,1000,48,0.001,34576,1.0,15.473079109191895,0.0163818359375,4.579709768295288,0.009563922882080078,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,1024,1000,48,0.001,34576,1.0,12.734805297851562,0.0165771484375,4.579709768295288,0.022485017776489258,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,2048,1000,48,0.001,34576,1.0,12.061470222473144,0.016204833984375,4.579709768295288,0.07820343971252441,dabsn_thesis_20260630_012013_copy_length_ood
transformer,2,48,64,64,3200,1000,48,0.001,34576,1.0,12.159695816040038,0.015132812410593032,4.579709768295288,0.1643815040588379,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,64,1000,48,0.001,34576,1.0,9.626800892874599e-05,1.0,5.1029274463653564,0.010594367980957031,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,128,1000,48,0.001,34576,1.0,9.052296257019043,0.05091145783662796,5.1029274463653564,0.009138345718383789,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,256,1000,48,0.001,34576,1.0,9.628428077697754,0.061865234375,5.1029274463653564,0.008342981338500977,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,512,1000,48,0.001,34576,1.0,9.949569511413575,0.0458251953125,5.1029274463653564,0.01265263557434082,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,1024,1000,48,0.001,34576,1.0,9.637997436523438,0.03349609375,5.1029274463653564,0.030751705169677734,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,2048,1000,48,0.001,34576,1.0,9.16033115386963,0.025946044921875,5.1029274463653564,0.10856080055236816,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,0,48,64,64,3200,1000,48,0.001,34576,1.0,9.047126007080077,0.023187499865889548,5.1029274463653564,0.2392427921295166,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,64,1000,48,0.001,34576,1.0,8.639673033030703e-05,1.0,5.140819072723389,0.009100675582885742,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,128,1000,48,0.001,34576,1.0,10.603443908691407,0.06194661483168602,5.140819072723389,0.008199453353881836,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,256,1000,48,0.001,34576,1.0,10.637759590148926,0.0689453125,5.140819072723389,0.008172035217285156,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,512,1000,48,0.001,34576,1.0,11.039987754821777,0.043994140625,5.140819072723389,0.012160062789916992,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,1024,1000,48,0.001,34576,1.0,10.587418365478516,0.0303466796875,5.140819072723389,0.03019261360168457,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,2048,1000,48,0.001,34576,1.0,9.690650367736817,0.024298095703125,5.140819072723389,0.10245299339294434,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,1,48,64,64,3200,1000,48,0.001,34576,1.0,9.197396659851075,0.02109765596687794,5.140819072723389,0.2392258644104004,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,64,1000,48,0.001,34576,1.0,8.320175547851249e-05,1.0,5.130417108535767,0.00901174545288086,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,128,1000,48,0.001,34576,1.0,12.726962280273437,0.03499348945915699,5.130417108535767,0.008196592330932617,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,256,1000,48,0.001,34576,1.0,10.89300994873047,0.056982421875,5.130417108535767,0.008161067962646484,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,512,1000,48,0.001,34576,1.0,10.902128219604492,0.047265625,5.130417108535767,0.012485265731811523,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,1024,1000,48,0.001,34576,1.0,10.683378410339355,0.0346435546875,5.130417108535767,0.030681133270263672,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,2048,1000,48,0.001,34576,1.0,10.433642959594726,0.02442626953125,5.130417108535767,0.10563015937805176,dabsn_thesis_20260630_012013_copy_length_ood
transformer_rope,2,48,64,64,3200,1000,48,0.001,34576,1.0,10.172720527648925,0.020972656086087227,5.130417108535767,0.23912644386291504,dabsn_thesis_20260630_012013_copy_length_ood
