model,seed,hidden,train_seq_len,eval_seq_len,steps,batch_size,n_keys,n_values,n_pairs,lr,params,train_loss_last,eval_loss,eval_acc,seconds_train,seconds_eval,run
transformer_rope,1,48,64,256,1000,64,16,16,8,0.001,30784,4.581773828249425e-05,1.013296502828598,0.8228515625,64.42595481872559,1.5269522666931152,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,1,48,64,512,1000,64,16,16,8,0.001,30784,4.581773828249425e-05,3.8494210243225098,0.46484375,64.42595481872559,2.785654067993164,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,1,48,64,1024,1000,64,16,16,8,0.001,30784,4.581773828249425e-05,6.284364128112793,0.234765625,64.42595481872559,5.325571298599243,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,1,48,64,2000,1000,64,16,16,8,0.001,30784,4.581773828249425e-05,8.947475814819336,0.0822265625,64.42595481872559,10.153524160385132,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,1,48,64,3200,1000,64,16,16,8,0.001,30784,4.581773828249425e-05,9.479914283752441,0.0625,64.42595481872559,16.280434608459473,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,64,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,3.415321134525584e-05,1.0,64.66343760490417,0.6029300689697266,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,128,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,0.11669848784804344,0.97421875,64.66343760490417,0.920222282409668,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,256,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,1.6223894476890564,0.751171875,64.66343760490417,1.5357005596160889,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,512,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,4.880933237075806,0.3736328125,64.66343760490417,2.8905537128448486,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,1024,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,5.739753866195679,0.2400390625,64.66343760490417,5.372447729110718,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,2000,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,6.988451957702637,0.1013671875,64.66343760490417,10.216516971588135,dabsn_thesis_20260630_012013_mqar_length_ood
transformer_rope,2,48,64,3200,1000,64,16,16,8,0.001,30784,3.94401176890824e-05,7.262728452682495,0.0736328125,64.66343760490417,16.50487971305847,dabsn_thesis_20260630_012013_mqar_length_ood
